Phi[deg],Theta[deg],GainTotal
-62,20,6.74211
-60,20,6.73162
-58,20,6.71992
-56,20,6.70699
-54,20,6.69284
-52,20,6.67751
-50,20,6.66105
-48,20,6.64353
-46,20,6.62505
-44,20,6.60573
-42,20,6.58568
-40,20,6.56505
-38,20,6.54399
-36,20,6.52265
-34,20,6.50118
-32,20,6.47973
-30,20,6.45844
-28,20,6.43742
-26,20,6.41681
-24,20,6.39668
-22,20,6.37713
-20,20,6.3582
-18,20,6.33994
-16,20,6.32237
-14,20,6.3055
-12,20,6.2893
-10,20,6.27375
-8,20,6.25882
-6,20,6.24447
-4,20,6.23063
-2,20,6.21726
0,20,6.20432
2,20,6.19174
4,20,6.1795
6,20,6.16755
8,20,6.15586
10,20,6.14442
12,20,6.13321
14,20,6.12223
16,20,6.11148
18,20,6.10097
20,20,6.09069
22,20,6.08068
24,20,6.07093
26,20,6.06145
28,20,6.05225
30,20,6.04332
32,20,6.03466
34,20,6.02624
36,20,6.01806
38,20,6.01007
40,20,6.00225
42,20,5.99456
44,20,5.98695
46,20,5.97941
48,20,5.97188
50,20,5.96435
52,20,5.95679
54,20,5.9492
56,20,5.94158
58,20,5.93395
60,20,5.92635
62,20,5.91881
64,20,5.9114
66,20,5.90419
68,20,5.89725
70,20,5.89069
72,20,5.88458
74,20,5.87902
76,20,5.8741
78,20,5.8699
80,20,5.86649
82,20,5.86392
84,20,5.86224
86,20,5.86148
88,20,5.86163
90,20,5.86268
92,20,5.86459
94,20,5.86731
96,20,5.87076
98,20,5.87487
100,20,5.87953
102,20,5.88463
104,20,5.89007
106,20,5.89574
108,20,5.90152
110,20,5.90731
112,20,5.91304
114,20,5.91862
116,20,5.924
118,20,5.92914
120,20,5.93404
122,20,5.93869
124,20,5.94313
126,20,5.94741
128,20,5.95159
130,20,5.95577
132,20,5.96003
134,20,5.9645
136,20,5.96928
138,20,5.97449
140,20,5.98024
142,20,5.98666
144,20,5.99382
146,20,6.00182
148,20,6.01072
150,20,6.02058
152,20,6.03142
154,20,6.04325
156,20,6.05606
158,20,6.06982
160,20,6.08448
162,20,6.09996
164,20,6.1162
166,20,6.13311
168,20,6.15058
170,20,6.16852
172,20,6.18684
174,20,6.20544
176,20,6.22424
178,20,6.24316
180,20,6.26213
-180,22,6.07552
-178,22,6.09589
-176,22,6.11606
-174,22,6.136
-172,22,6.15571
-170,22,6.17523
-168,22,6.19458
-166,22,6.21382
-164,22,6.23302
-162,22,6.25224
-160,22,6.27153
-158,22,6.29095
-156,22,6.31055
-154,22,6.33034
-152,22,6.35033
-150,22,6.37049
-148,22,6.39079
-146,22,6.41116
-144,22,6.43149
-142,22,6.45169
-140,22,6.47161
-138,22,6.49111
-136,22,6.51005
-134,22,6.52825
-132,22,6.54558
-130,22,6.56188
-128,22,6.57703
-126,22,6.59092
-124,22,6.60345
-122,22,6.61459
-120,22,6.62428
-118,22,6.63255
-116,22,6.63941
-114,22,6.64494
-112,22,6.64921
-110,22,6.65233
-108,22,6.65443
-106,22,6.65565
-104,22,6.65613
-102,22,6.65601
-100,22,6.65544
-98,22,6.65455
-96,22,6.65346
-94,22,6.65225
-92,22,6.651
-90,22,6.64976
-88,22,6.64855
-86,22,6.64735
-84,22,6.64613
-82,22,6.64481
-80,22,6.6433
-78,22,6.6415
-76,22,6.63926
-74,22,6.63644
-72,22,6.63289
-70,22,6.62844
-68,22,6.62294
-66,22,6.61625
-64,22,6.60823
-62,22,6.59876
-60,22,6.58776
-58,22,6.57517
-56,22,6.56095
-54,22,6.54511
-52,22,6.52768
-50,22,6.50873
-48,22,6.48837
-46,22,6.46672
-44,22,6.44396
-42,22,6.42025
-40,22,6.39581
-38,22,6.37084
-36,22,6.34555
-34,22,6.32017
-32,22,6.29491
-30,22,6.26996
-28,22,6.2455
-26,22,6.22168
-24,22,6.19863
-22,22,6.17646
-20,22,6.15523
-18,22,6.13499
-16,22,6.11575
-14,22,6.09749
-12,22,6.08019
-10,22,6.06378
-8,22,6.0482
-6,22,6.03337
-4,22,6.0192
-2,22,6.00561
0,22,5.99251
2,22,5.97984
4,22,5.96753
6,22,5.95553
8,22,5.94381
10,22,5.93233
12,22,5.9211
14,22,5.91011
16,22,5.89937
18,22,5.88892
20,22,5.87877
22,22,5.86894
24,22,5.85946
26,22,5.85035
28,22,5.84162
30,22,5.83325
32,22,5.82524
34,22,5.81756
36,22,5.81016
38,22,5.80299
40,22,5.79598
42,22,5.78907
44,22,5.78217
46,22,5.77522
48,22,5.76815
50,22,5.76089
52,22,5.75341
54,22,5.74567
56,22,5.73768
58,22,5.72946
60,22,5.72104
62,22,5.7125
64,22,5.70392
66,22,5.69543
68,22,5.68714
70,22,5.6792
72,22,5.67175
74,22,5.66495
76,22,5.65894
78,22,5.65385
80,22,5.64979
82,22,5.64688
84,22,5.64517
86,22,5.6447
88,22,5.64549
90,22,5.64752
92,22,5.65072
94,22,5.65501
96,22,5.66028
98,22,5.6664
100,22,5.6732
102,22,5.68052
104,22,5.68818
106,22,5.696
108,22,5.70382
110,22,5.71146
112,22,5.71879
114,22,5.72568
116,22,5.73206
118,22,5.73784
120,22,5.74302
122,22,5.74759
124,22,5.75159
126,22,5.7551
128,22,5.75823
130,22,5.76111
132,22,5.76389
134,22,5.76674
136,22,5.76985
138,22,5.77339
140,22,5.77756
142,22,5.78251
144,22,5.78841
146,22,5.7954
148,22,5.80358
150,22,5.81302
152,22,5.82379
154,22,5.8359
156,22,5.84931
158,22,5.864
160,22,5.87987
162,22,5.89683
164,22,5.91475
166,22,5.93349
168,22,5.95291
170,22,5.97284
172,22,5.99315
174,22,6.0137
176,22,6.03434
178,22,6.05498
180,22,6.07552
-180,24,5.87673
-178,24,5.89843
-176,24,5.91964
-174,24,5.94035
-172,24,5.96057
-170,24,5.98036
-168,24,5.99983
-166,24,6.01908
-164,24,6.03823
-162,24,6.05743
-160,24,6.07679
-158,24,6.09645
-156,24,6.11649
-154,24,6.13699
-152,24,6.15799
-150,24,6.17949
-148,24,6.20144
-146,24,6.22378
-144,24,6.24637
-142,24,6.26905
-140,24,6.29165
-138,24,6.31395
-136,24,6.33572
-134,24,6.35673
-132,24,6.37674
-130,24,6.39553
-128,24,6.41292
-126,24,6.42873
-124,24,6.44284
-122,24,6.45515
-120,24,6.46563
-118,24,6.47427
-116,24,6.48113
-114,24,6.4863
-112,24,6.48991
-110,24,6.49213
-108,24,6.49314
-106,24,6.49315
-104,24,6.49237
-102,24,6.49102
-100,24,6.48932
-98,24,6.48744
-96,24,6.48557
-94,24,6.48383
-92,24,6.48234
-90,24,6.48116
-88,24,6.48031
-86,24,6.47978
-84,24,6.47951
-82,24,6.47939
-80,24,6.47929
-78,24,6.47904
-76,24,6.47846
-74,24,6.47731
-72,24,6.47538
-70,24,6.47244
-68,24,6.46825
-66,24,6.46261
-64,24,6.4553
-62,24,6.44618
-60,24,6.43509
-58,24,6.42194
-56,24,6.40667
-54,24,6.38929
-52,24,6.36984
-50,24,6.34839
-48,24,6.3251
-46,24,6.30015
-44,24,6.27374
-42,24,6.24614
-40,24,6.21761
-38,24,6.18845
-36,24,6.15896
-34,24,6.12944
-32,24,6.10017
-30,24,6.07141
-28,24,6.0434
-26,24,6.01635
-24,24,5.99043
-22,24,5.96574
-20,24,5.94238
-18,24,5.92038
-16,24,5.89974
-14,24,5.88041
-12,24,5.86232
-10,24,5.84537
-8,24,5.82944
-6,24,5.81442
-4,24,5.80016
-2,24,5.78654
0,24,5.77344
2,24,5.76075
4,24,5.7484
6,24,5.73631
8,24,5.72444
10,24,5.71278
12,24,5.70133
14,24,5.6901
16,24,5.67914
18,24,5.66849
20,24,5.65821
22,24,5.64834
24,24,5.63893
26,24,5.63002
28,24,5.62162
30,24,5.61373
32,24,5.60633
34,24,5.59937
36,24,5.59278
38,24,5.58647
40,24,5.58034
42,24,5.57426
44,24,5.5681
46,24,5.56173
48,24,5.55504
50,24,5.54793
52,24,5.54031
54,24,5.53214
56,24,5.52339
58,24,5.5141
60,24,5.50431
62,24,5.49413
64,24,5.4837
66,24,5.47318
68,24,5.46278
70,24,5.4527
72,24,5.44317
74,24,5.43443
76,24,5.42669
78,24,5.42016
80,24,5.41501
82,24,5.4114
84,24,5.40944
86,24,5.40917
88,24,5.41063
90,24,5.41378
92,24,5.41853
94,24,5.42476
96,24,5.43231
98,24,5.44096
100,24,5.45048
102,24,5.46063
104,24,5.47113
106,24,5.48173
108,24,5.49217
110,24,5.5022
112,24,5.51161
114,24,5.52022
116,24,5.5279
118,24,5.53454
120,24,5.54009
122,24,5.54457
124,24,5.54804
126,24,5.55058
128,24,5.55237
130,24,5.55359
132,24,5.55446
134,24,5.55524
136,24,5.55619
138,24,5.55758
140,24,5.55969
142,24,5.56277
144,24,5.56706
146,24,5.57275
148,24,5.58
150,24,5.58894
152,24,5.59963
154,24,5.6121
156,24,5.62632
158,24,5.64221
160,24,5.65965
162,24,5.67849
164,24,5.69854
166,24,5.71959
168,24,5.74142
170,24,5.76379
172,24,5.78649
174,24,5.80931
176,24,5.83206
178,24,5.85457
180,24,5.87673
-180,26,5.66724
-178,26,5.69018
-176,26,5.71221
-174,26,5.73333
-172,26,5.75358
-170,26,5.77308
-168,26,5.792
-166,26,5.81051
-164,26,5.82884
-162,26,5.84723
-160,26,5.86589
-158,26,5.88504
-156,26,5.90487
-154,26,5.92552
-152,26,5.94709
-150,26,5.9696
-148,26,5.99305
-146,26,6.01732
-144,26,6.04226
-142,26,6.06767
-140,26,6.09328
-138,26,6.11878
-136,26,6.14384
-134,26,6.16814
-132,26,6.19132
-130,26,6.21307
-128,26,6.2331
-126,26,6.25117
-124,26,6.2671
-122,26,6.28076
-120,26,6.29209
-118,26,6.3011
-116,26,6.30786
-114,26,6.31252
-112,26,6.31525
-110,26,6.31631
-108,26,6.31595
-106,26,6.31448
-104,26,6.31219
-102,26,6.3094
-100,26,6.30638
-98,26,6.30342
-96,26,6.30073
-94,26,6.29852
-92,26,6.29691
-90,26,6.296
-88,26,6.29581
-86,26,6.29632
-84,26,6.29743
-82,26,6.29902
-80,26,6.30088
-78,26,6.30279
-76,26,6.30447
-74,26,6.30564
-72,26,6.30597
-70,26,6.30516
-68,26,6.30288
-66,26,6.29885
-64,26,6.29279
-62,26,6.28446
-60,26,6.27367
-58,26,6.26029
-56,26,6.24425
-54,26,6.22552
-52,26,6.20415
-50,26,6.18027
-48,26,6.15405
-46,26,6.12574
-44,26,6.09561
-42,26,6.06402
-40,26,6.03131
-38,26,5.99788
-36,26,5.96413
-34,26,5.93044
-32,26,5.89719
-30,26,5.86472
-28,26,5.83333
-26,26,5.80328
-24,26,5.77476
-22,26,5.74792
-20,26,5.72283
-18,26,5.69952
-16,26,5.67793
-14,26,5.65799
-12,26,5.63957
-10,26,5.62251
-8,26,5.60663
-6,26,5.59174
-4,26,5.57765
-2,26,5.56418
0,26,5.55116
2,26,5.53846
4,26,5.52598
6,26,5.51363
8,26,5.50137
10,26,5.48921
12,26,5.47717
14,26,5.46531
16,26,5.45369
18,26,5.4424
20,26,5.43154
22,26,5.4212
24,26,5.41147
26,26,5.40239
28,26,5.39402
30,26,5.38635
32,26,5.37934
34,26,5.37295
36,26,5.36705
38,26,5.3615
40,26,5.35616
42,26,5.35081
44,26,5.34527
46,26,5.33935
48,26,5.33285
50,26,5.32561
52,26,5.3175
54,26,5.30846
56,26,5.29843
58,26,5.28745
60,26,5.27561
62,26,5.26305
64,26,5.24997
66,26,5.23661
68,26,5.22326
70,26,5.21024
72,26,5.19787
74,26,5.18648
76,26,5.1764
78,26,5.16791
80,26,5.16127
82,26,5.15669
84,26,5.15431
86,26,5.15422
88,26,5.15644
90,26,5.16092
92,26,5.16753
94,26,5.17611
96,26,5.1864
98,26,5.19812
100,26,5.21094
102,26,5.22452
104,26,5.23848
106,26,5.25245
108,26,5.26608
110,26,5.27902
112,26,5.29098
114,26,5.30171
116,26,5.311
118,26,5.31871
120,26,5.32479
122,26,5.32922
124,26,5.33209
126,26,5.33354
128,26,5.33377
130,26,5.33304
132,26,5.33168
134,26,5.33002
136,26,5.32843
138,26,5.32731
140,26,5.32701
142,26,5.32791
144,26,5.33033
146,26,5.33454
148,26,5.34078
150,26,5.34921
152,26,5.35992
154,26,5.37295
156,26,5.38824
158,26,5.40568
160,26,5.42511
162,26,5.4463
164,26,5.46898
166,26,5.49284
168,26,5.51758
170,26,5.54286
172,26,5.56836
174,26,5.5938
176,26,5.6189
178,26,5.64344
180,26,5.66724
-180,28,5.44824
-178,28,5.47228
-176,28,5.49486
-174,28,5.51599
-172,28,5.53578
-170,28,5.55438
-168,28,5.57204
-166,28,5.58904
-164,28,5.60572
-162,28,5.62244
-160,28,5.63955
-158,28,5.6574
-156,28,5.67629
-154,28,5.69646
-152,28,5.71808
-150,28,5.74125
-148,28,5.76596
-146,28,5.79211
-144,28,5.8195
-142,28,5.84784
-140,28,5.87677
-138,28,5.90588
-136,28,5.93471
-134,28,5.96277
-132,28,5.9896
-130,28,6.01475
-128,28,6.03782
-126,28,6.05847
-124,28,6.07645
-122,28,6.09159
-120,28,6.10382
-118,28,6.11315
-116,28,6.1197
-114,28,6.12366
-112,28,6.12531
-110,28,6.12496
-108,28,6.12299
-106,28,6.1198
-104,28,6.1158
-102,28,6.11139
-100,28,6.10697
-98,28,6.10287
-96,28,6.09939
-94,28,6.09678
-92,28,6.09522
-90,28,6.0948
-88,28,6.09556
-86,28,6.09745
-84,28,6.10034
-82,28,6.10406
-80,28,6.10833
-78,28,6.11287
-76,28,6.11731
-74,28,6.12127
-72,28,6.12435
-70,28,6.12614
-68,28,6.12621
-66,28,6.1242
-64,28,6.11976
-62,28,6.11256
-60,28,6.10238
-58,28,6.08902
-56,28,6.0724
-54,28,6.05248
-52,28,6.02934
-50,28,6.00312
-48,28,5.97406
-46,28,5.94245
-44,28,5.90868
-42,28,5.87317
-40,28,5.8364
-38,28,5.79885
-36,28,5.76102
-34,28,5.72343
-32,28,5.68652
-30,28,5.65072
-28,28,5.61641
-26,28,5.58388
-24,28,5.55335
-22,28,5.52497
-20,28,5.4988
-18,28,5.47481
-16,28,5.45293
-14,28,5.433
-12,28,5.41482
-10,28,5.39816
-8,28,5.38274
-6,28,5.36832
-4,28,5.35463
-2,28,5.34143
0,28,5.32852
2,28,5.31572
4,28,5.30291
6,28,5.29001
8,28,5.27701
10,28,5.26392
12,28,5.2508
14,28,5.23775
16,28,5.22491
18,28,5.21241
20,28,5.20041
22,28,5.18905
24,28,5.17845
26,28,5.16873
28,28,5.15993
30,28,5.15207
32,28,5.1451
34,28,5.13895
36,28,5.13346
38,28,5.12842
40,28,5.12362
42,28,5.11877
44,28,5.11359
46,28,5.1078
48,28,5.10113
50,28,5.09335
52,28,5.08428
54,28,5.0738
56,28,5.06187
58,28,5.04852
60,28,5.03387
62,28,5.01814
64,28,5.00161
66,28,4.98462
68,28,4.96757
70,28,4.95089
72,28,4.93505
74,28,4.92048
76,28,4.90762
78,28,4.89686
80,28,4.88852
82,28,4.88288
84,28,4.88011
86,28,4.88032
88,28,4.88353
90,28,4.88963
92,28,4.89847
94,28,4.90979
96,28,4.92328
98,28,4.93855
100,28,4.95515
102,28,4.97265
104,28,4.99053
106,28,5.00834
108,28,5.02559
110,28,5.04184
112,28,5.05671
114,28,5.06986
116,28,5.08102
118,28,5.09002
120,28,5.09676
122,28,5.10123
124,28,5.10353
126,28,5.10384
128,28,5.10243
130,28,5.09964
132,28,5.09588
134,28,5.0916
136,28,5.0873
138,28,5.08348
140,28,5.08063
142,28,5.07924
144,28,5.07972
146,28,5.08245
148,28,5.08773
150,28,5.09576
152,28,5.10668
154,28,5.1205
156,28,5.13717
158,28,5.15652
160,28,5.17832
162,28,5.20227
164,28,5.228
166,28,5.25509
168,28,5.28313
170,28,5.31168
172,28,5.3403
174,28,5.36859
176,28,5.39621
178,28,5.42283
180,28,5.44824
-180,30,5.22037
-178,30,5.24527
-176,30,5.2681
-174,30,5.28888
-172,30,5.30773
-170,30,5.32487
-168,30,5.34063
-166,30,5.35542
-164,30,5.3697
-162,30,5.38397
-160,30,5.39875
-158,30,5.41453
-156,30,5.43177
-154,30,5.45085
-152,30,5.47203
-150,30,5.49548
-148,30,5.52122
-146,30,5.54916
-144,30,5.57903
-142,30,5.61048
-140,30,5.64303
-138,30,5.67611
-136,30,5.7091
-134,30,5.74136
-132,30,5.77225
-130,30,5.80117
-128,30,5.82758
-126,30,5.85105
-124,30,5.87123
-122,30,5.88792
-120,30,5.90103
-118,30,5.9106
-116,30,5.9168
-114,30,5.9199
-112,30,5.92026
-110,30,5.91832
-108,30,5.91457
-106,30,5.90952
-104,30,5.90369
-102,30,5.89762
-100,30,5.89177
-98,30,5.88658
-96,30,5.88241
-94,30,5.87955
-92,30,5.87821
-90,30,5.87851
-88,30,5.88045
-86,30,5.88397
-84,30,5.88891
-82,30,5.89501
-80,30,5.90197
-78,30,5.90938
-76,30,5.91682
-74,30,5.9238
-72,30,5.92983
-70,30,5.93439
-68,30,5.93698
-66,30,5.93714
-64,30,5.93444
-62,30,5.9285
-60,30,5.91902
-58,30,5.90578
-56,30,5.88867
-54,30,5.86767
-52,30,5.84286
-50,30,5.81442
-48,30,5.78266
-46,30,5.74795
-44,30,5.71075
-42,30,5.67161
-40,30,5.6311
-38,30,5.58983
-36,30,5.54843
-34,30,5.50747
-32,30,5.46754
-30,30,5.42912
-28,30,5.39264
-26,30,5.35843
-24,30,5.32673
-22,30,5.29765
-20,30,5.27124
-18,30,5.2474
-16,30,5.22598
-14,30,5.20674
-12,30,5.1894
-10,30,5.17363
-8,30,5.15907
-6,30,5.14539
-4,30,5.13225
-2,30,5.11936
0,30,5.10648
2,30,5.0934
4,30,5.08
6,30,5.06621
8,30,5.05203
10,30,5.03752
12,30,5.0228
14,30,5.00802
16,30,4.99338
18,30,4.97909
20,30,4.96536
22,30,4.9524
24,30,4.94039
26,30,4.92947
28,30,4.91973
30,30,4.9112
32,30,4.90382
34,30,4.89748
36,30,4.89197
38,30,4.88704
40,30,4.88238
42,30,4.87761
44,30,4.87236
46,30,4.86624
48,30,4.8589
50,30,4.85003
52,30,4.83939
54,30,4.82682
56,30,4.81229
58,30,4.79584
60,30,4.77766
62,30,4.75805
64,30,4.73738
66,30,4.71613
68,30,4.69483
70,30,4.67407
72,30,4.65442
74,30,4.63647
76,30,4.62076
78,30,4.60776
80,30,4.59787
82,30,4.59141
84,30,4.58857
86,30,4.58945
88,30,4.59401
90,30,4.60214
92,30,4.61359
94,30,4.62802
96,30,4.64503
98,30,4.66413
100,30,4.68478
102,30,4.70641
104,30,4.72842
106,30,4.75023
108,30,4.77125
110,30,4.79096
112,30,4.80888
114,30,4.82458
116,30,4.83775
118,30,4.84816
120,30,4.85569
122,30,4.86033
124,30,4.86218
126,30,4.86147
128,30,4.85853
130,30,4.85377
132,30,4.84772
134,30,4.84093
136,30,4.83403
138,30,4.82764
140,30,4.82239
142,30,4.81886
144,30,4.8176
146,30,4.81906
148,30,4.82361
150,30,4.8315
152,30,4.84288
154,30,4.85778
156,30,4.87608
158,30,4.8976
160,30,4.92202
162,30,4.94895
164,30,4.97792
166,30,5.00842
168,30,5.03989
170,30,5.0718
172,30,5.1036
174,30,5.13477
176,30,5.16487
178,30,5.1935
180,30,5.22037
-180,32,4.9834
-178,32,5.00888
-176,32,5.03166
-174,32,5.05177
-172,32,5.06933
-170,32,5.08463
-168,32,5.09807
-166,32,5.11017
-164,32,5.12152
-162,32,5.13279
-160,32,5.14467
-158,32,5.15782
-156,32,5.17287
-154,32,5.19035
-152,32,5.21066
-150,32,5.23406
-148,32,5.26062
-146,32,5.29024
-144,32,5.32261
-142,32,5.35728
-140,32,5.39362
-138,32,5.43091
-136,32,5.46834
-134,32,5.50508
-132,32,5.54028
-130,32,5.57318
-128,32,5.60309
-126,32,5.62946
-124,32,5.65187
-122,32,5.67008
-120,32,5.684
-118,32,5.69372
-116,32,5.69945
-114,32,5.70157
-112,32,5.70054
-110,32,5.69694
-108,32,5.69136
-106,32,5.68446
-104,32,5.67689
-102,32,5.66925
-100,32,5.66212
-98,32,5.65601
-96,32,5.65134
-94,32,5.64844
-92,32,5.64752
-90,32,5.6487
-88,32,5.65197
-86,32,5.65724
-84,32,5.66429
-82,32,5.67281
-80,32,5.68241
-78,32,5.69264
-76,32,5.70295
-74,32,5.7128
-72,32,5.72159
-70,32,5.72873
-68,32,5.73363
-66,32,5.73575
-64,32,5.73458
-62,32,5.7297
-60,32,5.72076
-58,32,5.70753
-56,32,5.68986
-54,32,5.66775
-52,32,5.64131
-50,32,5.61078
-48,32,5.57651
-46,32,5.53898
-44,32,5.49874
-42,32,5.45644
-40,32,5.41278
-38,32,5.36846
-36,32,5.32423
-34,32,5.28077
-32,32,5.23872
-30,32,5.19865
-28,32,5.16102
-26,32,5.12616
-24,32,5.09429
-22,32,5.06551
-20,32,5.03977
-18,32,5.01693
-16,32,4.99672
-14,32,4.97881
-12,32,4.96282
-10,32,4.94832
-8,32,4.93487
-6,32,4.92206
-4,32,4.90949
-2,32,4.89683
0,32,4.8838
2,32,4.87019
4,32,4.85589
6,32,4.84085
8,32,4.82512
10,32,4.80879
12,32,4.79205
14,32,4.77511
16,32,4.75823
18,32,4.74171
20,32,4.72581
22,32,4.71082
24,32,4.69695
26,32,4.68439
28,32,4.67325
30,32,4.66357
32,32,4.65529
34,32,4.64826
36,32,4.64223
38,32,4.63688
40,32,4.6318
42,32,4.62653
44,32,4.62061
46,32,4.61354
48,32,4.60487
50,32,4.59422
52,32,4.58131
54,32,4.56594
56,32,4.54809
58,32,4.52787
60,32,4.50553
62,32,4.48148
64,32,4.45624
66,32,4.43042
68,32,4.40471
70,32,4.37986
72,32,4.35657
74,32,4.33555
76,32,4.31744
78,32,4.30276
80,32,4.29196
82,32,4.28535
84,32,4.2831
86,32,4.28526
88,32,4.29175
90,32,4.30235
92,32,4.31675
94,32,4.33451
96,32,4.35513
98,32,4.37805
100,32,4.40262
102,32,4.42819
104,32,4.45408
106,32,4.47962
108,32,4.50415
110,32,4.52708
112,32,4.54784
114,32,4.56596
116,32,4.58108
118,32,4.59291
120,32,4.60131
122,32,4.60626
124,32,4.60789
126,32,4.60645
128,32,4.60231
130,32,4.59599
132,32,4.58808
134,32,4.57925
136,32,4.57024
138,32,4.5618
140,32,4.55465
142,32,4.54952
144,32,4.54701
146,32,4.54768
148,32,4.55194
150,32,4.56007
152,32,4.57224
154,32,4.58844
156,32,4.60854
158,32,4.63229
160,32,4.6593
162,32,4.6891
164,32,4.72114
166,32,4.7548
168,32,4.78944
170,32,4.82441
172,32,4.85906
174,32,4.89279
176,32,4.92505
178,32,4.95538
180,32,4.9834
-180,34,4.73617
-178,34,4.76185
-176,34,4.78433
-174,34,4.80357
-172,34,4.81972
-170,34,4.83309
-168,34,4.84412
-166,34,4.85344
-164,34,4.86174
-162,34,4.86986
-160,34,4.87863
-158,34,4.88892
-156,34,4.90153
-154,34,4.91716
-152,34,4.93637
-150,34,4.95951
-148,34,4.98672
-146,34,5.0179
-144,34,5.0527
-142,34,5.09057
-140,34,5.13073
-138,34,5.17228
-136,34,5.2142
